967;Sarah;Dowd;Cardiologist;Santa Clara;2.3
968;Samantha;Manning;Physiatrist;Santa Clara;2.4
969;Neil;McLean;Plastic Surgeon;Santa Clara;2.5
970;Luke;Burgess;Cardiologist;Palo Alto;2.6
971;Alison;Wallace;Cardiologist;Santa Rosa;2.7
972;Emily;Bailey;Physiatrist;Saratoga;2.8
973;Irene;Murray;Cardiologist;South San Francisco;2.9
974;Dorothy;Fraser;Cardiologist;Sunnyvale;3
975;Brian;Mitchell;Physiatrist;Sunnyvale;3.1
976;Hannah;Short;Psychiatrist;Menlo Park;3.2
977;Dorothy;Payne;Allergist;Berkeley;3.3
978;Molly;Martin;Anesthesiologist;Burlingame;3.4
979;Brian;Nolan;Cardiologist;Colma;3.5
980;Grace;Oliver;Dermatologist;Colma;3.6
981;Kevin;Newman;Endocrinologist;Colma;3.7
982;Jason;Thomson;Gastroenterologist;Concord;3.8
983;Jennifer;Forsyth;Hematologist;Concord;3.9
984;Max;McDonald;Nephrologist;Cupertino;4
985;Alexander;Mitchell;Obstetrician;Daly City;4.1
986;Wendy;Stewart;Ophthalmologist;Daly City;4.2
987;Ava;Ogden;Optometrist;Daly City;4.3
988;Piers;Lawrence;Orthopedic Surgeon;Daly City;4.4
989;Olivia;Newman;Otolaryngologist;East Palo Alto;4.5
990;Claire;Kelly;Pediatrician;Foster City;4.6
991;Adrian;Robertson;Physiatrist;Fremont;4.7
992;Claire;Ince;Plastic Surgeon;Fremont;4.8
993;Vanessa;Peake;Psychiatrist;Gilroy;4.9
994;Mary;Quinn;Psychiatrist;Half Moon Bay;3.3
995;Connor;Lyman;Pulmonologist;Hayward;3.4
996;Claire;Pullman;Radiologist;Hayward;3.5
997;Eric;Wilkins;Rheumatologist;Hillsborough;3.6
998;Caroline;Carr;Urologist;Los Altos;3.7
999;Stephen;Wilkins;Allergist;Los Altos;3.8
1000;Adam;Suthy;Anesthesiologist;Los Gatos;3.9
1001;David;Hunter;Cardiologist;Los Gatos;4
1002;Joseph;Hughes;Dermatologist;Palo Alto;4.1
1003;Angela;Kelly;Endocrinologist;Los Gatos;4.2
1004;Claire;Brown;Gastroenterologist;Menlo Park;4.3
1005;Jennifer;King;Hematologist;Millbrae;4.4
1006;Neil;Bower;Nephrologist;Milpitas;4.5
1007;Brandon;Wright;Obstetrician;Palo Alto;4.6
1008;Joshua;Ogden;Ophthalmologist;Milpitas;4.7
1009;Richard;Ferguson;Optometrist;Milpitas;3.3
1010;Lean;Mathis;Orthopedic Surgeon;San Francisco;3.4
1011;Amy;Springer;Otolaryngologist;Palo Alto;3.5
1012;Matt;Butler;Pediatrician;Mountain View;3.6
1013;Jake;Russell;Physiatrist;Mountain View;3.7
1014;Felicity;Mitchell;Plastic Surgeon;Oakland;3.8
1015;Frank;Ross;Psychiatrist;Oakland;3.9
1016;Ian;Bailey;Psychiatrist;Pacifica;4
1017;Charles;Mathis;Pulmonologist;Palo Alto;4.1
1018;Stephen;Wilson;Radiologist;Millbray;4.2
1019;Sean;Piper;Rheumatologist;Redwood City;4.3
1020;Carolyn;Quinn;Urologist;Richmond;4.4
1021;Brandon;Duncan;Orthopedic Surgeon;Richmond;4.5
1022;Frank;Pullman;Otolaryngologist;San Bruno;4.6
1023;Audrey;Parr;Pediatrician;San Bruno;4.7
1024;Olivia;Lee;Physiatrist;San Bruno;2.4
1025;Jennifer;Russell;Gastroenterologist;Millbrae;2.5
1026;Dorothy;Wilkins;Cardiologist;San Bruno;2.6
1027;Sophie;Alsop;Physiatrist;Millbrae;2.7
1028;Sebastian;Roberts;Plastic Surgeon;San Carlos;2.8
1029;Kevin;Stewart;Cardiologist;San Carlos;2.9
1030;Cameron;Smith;Cardiologist;San Francisco;3
1031;Leonard;Roberts;Physiatrist;San Francisco;3.1
1032;Sally;Baker;Cardiologist;San Francisco;3.2
1033;Karen;Coleman;Cardiologist;San Francisco;3.3
1034;Harry;Ince;Physiatrist;San Francisco;3.4
1035;Jasmine;Ball;Psychiatrist;San Francisco;3.5
1036;Gabrielle;Peake;Allergist;San Jose;3.6
1037;Richard;Wilson;Anesthesiologist;San Jose;3.7
1038;Lauren;Tucker;Cardiologist;San Jose;3.8
1039;Carol;Kerr;Dermatologist;San Jose;3.9
1040;Nicholas;Peake;Endocrinologist;San Jose;4
1041;Alan;Arnold;Gastroenterologist;San Jose;4.1
1042;Victor;Berry;Hematologist;San Jose;4.2
1043;Lillian;Harris;Nephrologist;San Mateo;4.3
1044;Harry;Murray;Obstetrician;San Mateo;4.4
1045;Carolyn;Carr;Ophthalmologist;San Mateo;4.5
1046;Trevor;Parsons;Optometrist;San Mateo;4.6
1047;Neil;Manning;Orthopedic Surgeon;Santa Clara;4.7
1048;Heather;Cornish;Otolaryngologist;Santa Clara;4.8
1049;Simon;MacLeod;Pediatrician;Santa Clara;4.9
1050;Fiona;Knox;Physiatrist;Palo Alto;5
1051;Felicity;Grant;Plastic Surgeon;Santa Rosa;2.8
1052;Wanda;Lewis;Psychiatrist;Saratoga;2.9
1053;Joshua;Jackson;Psychiatrist;South San Francisco;3
1054;Anna;Mackay;Pediatrician;Sunnyvale;3.1
1055;Andrea;Forsyth;Physiatrist;Sunnyvale;3.2
1056;Wendy;Wilson;Plastic Surgeon;San Francisco;3.3
1057;Ryan;Gill;Psychiatrist;San Francisco;3.4
1058;Diane;Lewis;Psychiatrist;San Francisco;3.5
1059;Fiona;Dowd;Pulmonologist;San Francisco;3.6
1060;Richard;Langdon;Radiologist;San Jose;3.7
1061;Samantha;Terry;Rheumatologist;San Jose;3.8
1062;Joseph;Johnston;Urologist;San Jose;3.9
1063;Alan;Harris;Orthopedic Surgeon;San Jose;4
1064;Mary;McDonald;Otolaryngologist;San Jose;4.1
1065;Kimberly;Watson;Pediatrician;San Jose;1.5
1066;Olivia;Anderson;Physiatrist;San Jose;1.6
1067;Simon;Vaughan;Gastroenterologist;San Mateo;1.7
1068;Sonia;Newman;Cardiologist;San Mateo;1.8
1069;Rebecca;Graham;Physiatrist;San Mateo;1.9
1070;Anthony;Mathis;Plastic Surgeon;San Mateo;2
1071;Alexander;Willian;Cardiologist;Santa Clara;2.1
1072;Kylie;Kerr;Cardiologist;Santa Clara;2.2
1073;Felicity;Hart;Physiatrist;Santa Clara;2.3
1074;Harry;Alsop;Cardiologist;Palo Alto;2.4
1075;Alexander;Knox;Cardiologist;Santa Rosa;2.5
1076;Diana;White;Physiatrist;Saratoga;2.6
1077;Samantha;Wilson;Psychiatrist;South San Francisco;2.7
1078;Nathan;Pullman;Allergist;Sunnyvale;2.8
1079;Yvonne;White;Anesthesiologist;Sunnyvale;2.9
1080;Dominic;Miller;Cardiologist;Menlo Park;3
1081;Ella;McGrath;Dermatologist;Berkeley;3.1
1082;Alison;Allan;Endocrinologist;Burlingame;3.2
1083;Amelia;Dyer;Gastroenterologist;Colma;3.3
1084;Thomas;Hemmings;Hematologist;Colma;3.4
1085;Kylie;Fraser;Nephrologist;Colma;3.5
1086;Jessica;Butler;Obstetrician;Concord;3.6
1087;Diane;Roberts;Ophthalmologist;Concord;3.7
1088;Jennifer;Newman;Optometrist;Cupertino;3.8
1089;Fiona;Malkin;Orthopedic Surgeon;Daly City;3.9
1090;Jake;Miller;Otolaryngologist;Daly City;4
1091;Grace;Fisher;Pediatrician;San Jose;4.1
1092;Mary;Allan;Physiatrist;San Mateo;4.2
1093;San;Tucker;Plastic Surgeon;San Mateo;4.3
1094;Diane;Morgan;Pediatrician;Foster City;1.8
1095;David;Fraser;Physiatrist;Fremont;1.9
1096;Felicity;Hardacre;Plastic Surgeon;Fremont;2
1097;Lean;Davies;Psychiatrist;Gilroy;2.1
1098;Sue;Simpson;Psychiatrist;Half Moon Bay;2.2
1099;David;Morrison;Pulmonologist;Hayward;2.3
1100;Joe;Bond;Radiologist;Hayward;2.4
1101;Zoe;Murray;Rheumatologist;Hillsborough;2.5
1102;Amanda;Hart;Urologist;Los Altos;2.6
1103;Victor;Nolan;Allergist;Los Altos;2.7
1104;Heather;Dickens;Anesthesiologist;Los Gatos;2.8
1105;Sean;Kelin;Cardiologist;Los Gatos;2.9
1106;Warren;Simpson;Dermatologist;Palo Alto;3
1107;Brandon;Walsh;Endocrinologist;Los Gatos;3.1
1108;Ian;Bell;Gastroenterologist;Menlo Park;3.2
1109;Lucas;McDonald;Hematologist;Millbrae;2.5
1110;Connor;Gray;Nephrologist;Milpitas;2.6
1111;Ann;Wilkins;Obstetrician;Palo Alto;2.7
1112;Victor;Marshall;Ophthalmologist;Milpitas;2.8
1113;Stephen;Wallace;Optometrist;Milpitas;2.9
1114;Nicholas;Lyman;Orthopedic Surgeon;San Francisco;3
1115;Madeleine;Lambert;Otolaryngologist;Palo Alto;3.1
1116;Jennifer;Lee;Pediatrician;Mountain View;3.2
1117;Julia;Rampling;Physiatrist;Mountain View;3.3
1118;Joanne;Powell;Plastic Surgeon;Oakland;3.4
1119;David;McGrath;Psychiatrist;Oakland;3.5
1120;Karen;Simpson;Psychiatrist;Pacifica;3.6
1121;Ava;Scott;Pulmonologist;Palo Alto;3.7
1122;Matt;Newman;Radiologist;Millbray;3.8
1123;William;Turner;Rheumatologist;Redwood City;3.9
1124;Dylan;Arnold;Urologist;Richmond;4
1125;Nicholas;Edmunds;Orthopedic Surgeon;Richmond;4.1
1126;Kimberly;Pullman;Otolaryngologist;San Bruno;4.2
1127;Deirdre;McDonald;Pediatrician;San Bruno;4.3
1128;Rose;Stewart;Physiatrist;San Bruno;4.4
1129;Tim;Chapman;Gastroenterologist;Millbrae;4.5
1130;Fiona;Wallace;Cardiologist;San Bruno;4.6
1131;Amelia;Bell;Physiatrist;Millbrae;4.7
1132;Madeleine;Nash;Plastic Surgeon;San Carlos;4.8
1133;Connor;Simpson;Cardiologist;San Carlos;1.8
1134;Theresa;Gray;Cardiologist;San Francisco;1.9
1135;Rebecca;Mathis;Physiatrist;San Francisco;2
1136;Sue;Johnston;Cardiologist;San Francisco;2.1
1137;Robert;Walsh;Cardiologist;San Francisco;2.2
1138;Luke;Wilson;Physiatrist;San Francisco;2.3
1139;Luke;Bell;Psychiatrist;San Francisco;2.4
1140;Edward;Sharp;Allergist;San Jose;2.5
1141;Zoe;Brown;Anesthesiologist;San Jose;2.6
1142;Adam;Langdon;Cardiologist;San Jose;2.7
1143;Richard;Pullman;Dermatologist;San Jose;2.8
1144;Olivia;Parsons;Endocrinologist;San Jose;2.9
1145;Stephen;Oliver;Gastroenterologist;San Jose;3
1146;Yvonne;Blake;Hematologist;San Jose;3.1
1147;Emily;Ogden;Nephrologist;San Mateo;2.5
1148;Rebecca;Kelly;Obstetrician;San Mateo;2.6
1149;Oliver;Hemmings;Ophthalmologist;San Mateo;2.7
1150;Heather;Manning;Optometrist;San Mateo;2.8
1151;Penelope;Cameron;Orthopedic Surgeon;Santa Clara;2.9
1152;Molly;Bower;Otolaryngologist;Santa Clara;3
1153;Sam;Kelly;Pediatrician;Santa Clara;3.1
1154;Carl;Hunter;Physiatrist;Palo Alto;3.2
1155;Jack;Abraham;Plastic Surgeon;Santa Rosa;3.3
1156;Dylan;Peters;Psychiatrist;Saratoga;3.4
1157;Matt;Rampling;Psychiatrist;South San Francisco;2.8
1158;Ian;McDonald;Pediatrician;Sunnyvale;2.9
1159;Alan;Bower;Physiatrist;Sunnyvale;3
1160;Theresa;Russell;Plastic Surgeon;San Francisco;3.1
1161;Lucas;Avery;Psychiatrist;San Francisco;3.2
1162;Charles;Russell;Psychiatrist;San Francisco;3.3
1163;Luke;Langdon;Pulmonologist;San Francisco;2.5
1164;Edward;Black;Radiologist;San Jose;2.6
1165;Dominic;Hill;Rheumatologist;San Jose;2.7
1166;Matt;Taylor;Urologist;San Jose;2.8
1167;Trevor;Vance;Orthopedic Surgeon;San Jose;2.9
1168;Austin;Paige;Otolaryngologist;San Jose;3
1169;Amy;Ross;Pediatrician;San Jose;3.1
1170;Elizabeth;Langdon;Physiatrist;San Jose;3.2
1171;Amy;Simpson;Gastroenterologist;San Mateo;3.3
1172;Bella;Miller;Cardiologist;San Mateo;3.4
1173;Nathan;Hamilton;Physiatrist;San Mateo;2.6
1174;Melanie;Clark;Plastic Surgeon;San Mateo;2.7
1175;Colin;Davies;Cardiologist;Santa Clara;2.8
1176;Karen;Langdon;Cardiologist;Santa Clara;2.9
1177;Kimberly;Bailey;Physiatrist;Santa Clara;3
1178;Felicity;Wallace;Cardiologist;Palo Alto;3.1
1179;Yvonne;Stewart;Cardiologist;Santa Rosa;2.5
1180;Hannah;May;Physiatrist;Saratoga;2.6
1181;Jason;Mills;Psychiatrist;South San Francisco;2.7
1182;Alan;Peters;Allergist;Sunnyvale;2.8
1183;Karen;Dickens;Anesthesiologist;Sunnyvale;2.9
1184;Jack;Wallace;Cardiologist;Menlo Park;3
1185;Oliver;Rees;Dermatologist;Berkeley;3.1
1186;Amelia;Clarkson;Endocrinologist;Burlingame;3.2
1187;Dominic;Rees;Gastroenterologist;Colma;2.5
1188;Dylan;Ball;Hematologist;Colma;2.6
1189;Colin;Lewis;Nephrologist;Colma;2.7
1190;Thomas;Welch;Obstetrician;Concord;2.8
1191;Ryan;Kelly;Ophthalmologist;Concord;2.9
1192;Jennifer;Hughes;Optometrist;Cupertino;3
1193;Amanda;Welch;Orthopedic Surgeon;Daly City;3.1
1194;Jan;Wilkins;Otolaryngologist;Daly City;3.2
1195;Warren;Paige;Pediatrician;San Jose;3.3
1196;Elizabeth;Knox;Physiatrist;San Mateo;3.4
1197;Austin;Butler;Plastic Surgeon;San Mateo;3.1
1198;Lily;Abraham;Pediatrician;Foster City;3.2
1199;Anna;Black;Physiatrist;Fremont;3.3
1200;Diane;Black;Plastic Surgeon;Fremont;3.4
1201;Keith;Roberts;Psychiatrist;Gilroy;1.5
1202;Christian;Thomson;Psychiatrist;Half Moon Bay;1.6
1203;Sonia;May;Pulmonologist;Hayward;1.7
1204;Wanda;Hughes;Radiologist;Hayward;1.8
1205;Anthony;Campbell;Rheumatologist;Hillsborough;1.9
1206;Katherine;Wright;Urologist;Los Altos;2
1207;Sarah;Baker;Allergist;Los Altos;2.1
1208;Emily;Grant;Anesthesiologist;Los Gatos;2.2
1209;Karen;Stewart;Cardiologist;Los Gatos;2.3
1210;Jane;Lewis;Dermatologist;Palo Alto;2.4
1211;Lauren;King;Endocrinologist;Los Gatos;2.5
1212;Thomas;Clark;Gastroenterologist;Menlo Park;2.6
1213;Keith;Mitchy;Hematologist;Millbrae;2.7
1214;Caroline;North;Nephrologist;Milpitas;2.8
1215;Brian;Kelin;Obstetrician;Palo Alto;2.9
1216;Luke;Young;Ophthalmologist;Milpitas;3
1217;Heather;Burgess;Optometrist;Milpitas;3.1
1218;Felicity;McGrath;Orthopedic Surgeon;San Francisco;3.2
1219;Sonia;Baker;Otolaryngologist;Palo Alto;3.3
1220;Lauren;Payne;Pediatrician;Mountain View;3.4
1221;Felicity;Gill;Physiatrist;Mountain View;3.5
1222;Adrian;Piper;Plastic Surgeon;Oakland;3.6
1223;Stewart;Coleman;Psychiatrist;Oakland;3.7
1224;Hannah;Paige;Psychiatrist;Pacifica;3.8
1225;Luke;Smith;Pulmonologist;Palo Alto;3.9
1226;Madeleine;Butler;Radiologist;Millbray;4
1227;Wendy;Morrison;Rheumatologist;Redwood City;4.1
1228;John;Dyer;Urologist;Richmond;4.2
1229;Frank;Glover;Orthopedic Surgeon;Richmond;4.3
1230;Rose;Robertson;Otolaryngologist;San Bruno;4.4
1231;Alison;Mathis;Pediatrician;San Bruno;4.5
1232;Samantha;Vaughan;Physiatrist;San Bruno;4.6
1233;Una;Lewis;Gastroenterologist;Millbrae;3.3
1234;Brandon;Knox;Cardiologist;San Bruno;3.4
1235;Carl;Skinner;Physiatrist;Millbrae;3.5
1236;Harry;Vaughan;Plastic Surgeon;San Carlos;3.6
1237;Harry;Malkin;Cardiologist;San Carlos;3.7
1238;Amelia;Parr;Cardiologist;San Francisco;3.8
1239;Victoria;Mathis;Physiatrist;San Francisco;3.9
1240;Stewart;Kerr;Cardiologist;San Francisco;4
1241;Rose;Black;Cardiologist;San Francisco;4.1
1242;Piers;Hardacre;Physiatrist;San Francisco;4.2
1243;Alan;White;Psychiatrist;San Francisco;4.3
1244;Boris;Hunter;Allergist;San Jose;4.4
1245;Lily;Blake;Anesthesiologist;San Jose;4.5
1246;Samantha;Tucker;Cardiologist;San Jose;4.6
1247;Harry;Hughes;Dermatologist;San Jose;4.7
1248;Warren;Forsyth;Endocrinologist;San Jose;3.3
1249;Elizabeth;Kerr;Gastroenterologist;San Jose;3.4
1250;Jacob;Watson;Hematologist;San Jose;3.5
1251;Dominic;Turner;Nephrologist;San Mateo;3.6
1252;Karen;Cornish;Obstetrician;San Mateo;3.7
1253;Carol;Brown;Ophthalmologist;San Mateo;3.8
1254;Heather;Stewart;Optometrist;San Mateo;3.9
1255;Una;Poole;Orthopedic Surgeon;Santa Clara;4
1256;Megan;Harris;Otolaryngologist;Santa Clara;4.1
1257;Robert;Robertson;Pediatrician;Santa Clara;4.2
1258;Jack;Langdon;Physiatrist;Palo Alto;4.3
1259;Jonathan;Piper;Plastic Surgeon;Santa Rosa;4.4
1260;Ian;Springer;Psychiatrist;Saratoga;4.5
1261;William;Stewart;Psychiatrist;South San Francisco;4.6
1262;Stewart;Hodges;Pediatrician;Sunnyvale;4.7
1263;Jake;Berry;Physiatrist;Sunnyvale;1.9
1264;Rebecca;Cameron;Plastic Surgeon;San Francisco;2
1265;Simon;Mitchy;Psychiatrist;San Francisco;2.1
1266;Frank;Powell;Psychiatrist;San Francisco;2.2
1267;Una;Wilkins;Pulmonologist;San Francisco;2.3
1268;Isaac;Dickens;Radiologist;San Jose;2.4
1269;Emily;Springer;Rheumatologist;San Jose;2.5
1270;Andrea;Manning;Urologist;San Jose;2.6
1271;Sean;Rampling;Orthopedic Surgeon;San Jose;2.7
1272;Diana;Johnston;Otolaryngologist;San Jose;2.8
1273;Ella;Graham;Pediatrician;San Jose;2.9
1274;Pippa;Short;Physiatrist;San Jose;3
1275;Sean;Mitchy;Gastroenterologist;San Mateo;3.1
1276;Caroline;Knox;Cardiologist;San Mateo;3.2
1277;Kevin;Smith;Physiatrist;San Mateo;3.3
1278;Deirdre;Willian;Plastic Surgeon;San Mateo;3.4
1279;Harry;Bailey;Cardiologist;Santa Clara;3.5
1280;Dominic;Wallace;Cardiologist;Santa Clara;3.6
1281;Carl;Russell;Physiatrist;Santa Clara;3.7
1282;Pippa;Walker;Cardiologist;Palo Alto;3.8
1283;Megan;Butler;Cardiologist;Santa Rosa;3.9
1284;Jessica;Dickens;Physiatrist;Saratoga;4
1285;Robert;Powell;Psychiatrist;South San Francisco;4.1
1286;Sam;King;Allergist;Sunnyvale;4.2
1287;Paul;Marshall;Anesthesiologist;Sunnyvale;4.3
1288;Paul;Ellison;Cardiologist;Menlo Park;4.4
1289;Richard;Chapman;Dermatologist;Berkeley;4.5
1290;Joshua;Simpson;Endocrinologist;Burlingame;4.6
1291;Tim;Ferguson;Gastroenterologist;Colma;4.7
1292;Frank;Walker;Hematologist;Colma;4.8
1293;Simon;Anderson;Nephrologist;Colma;4.9
1294;Natalie;Gill;Obstetrician;Concord;3.3
1295;Leonard;Jackson;Ophthalmologist;Concord;3.4
1296;Paul;Chapman;Optometrist;Cupertino;3.5
1297;Jane;Terry;Orthopedic Surgeon;Daly City;3.6
1298;Rebecca;Mitchell;Otolaryngologist;Daly City;3.7
1299;Mary;Lambert;Pediatrician;San Jose;3.8
1300;Frank;Malkin;Physiatrist;San Mateo;3.9
1301;Piers;Walsh;Plastic Surgeon;San Mateo;4
1302;Donna;Peake;Pediatrician;Foster City;4.1
1303;Lily;Davies;Physiatrist;Fremont;4.2
1304;Samantha;Gray;Plastic Surgeon;Fremont;4.3
1305;Dylan;Smith;Psychiatrist;Gilroy;4.4
1306;Theresa;Smith;Psychiatrist;Half Moon Bay;4.5
1307;Peter;Roberts;Pulmonologist;Hayward;4.6
1308;Una;Hemmings;Radiologist;Hayward;4.7
1309;Oliver;King;Rheumatologist;Hillsborough;3.3
1310;Karen;Sharp;Urologist;Los Altos;3.4
1311;Lillian;James;Allergist;Los Altos;3.5
1312;Yvonne;Morrison;Anesthesiologist;Los Gatos;3.6
1313;Joshua;Ball;Cardiologist;Los Gatos;3.7
1314;Dan;North;Dermatologist;Palo Alto;3.8
1315;Lauren;Pullman;Endocrinologist;Los Gatos;3.9
1316;Wendy;Hardacre;Gastroenterologist;Menlo Park;4
1317;Stephen;Manning;Hematologist;Millbrae;4.1
1318;Alex;Bell;Nephrologist;Milpitas;4.2
1319;Harry;Edmunds;Obstetrician;Palo Alto;4.3
1320;Michael;Davies;Ophthalmologist;Milpitas;4.4
1321;Julian;Skinner;Optometrist;Milpitas;4.5
1322;Katherine;Forsyth;Orthopedic Surgeon;San Francisco;4.6
1323;Rose;Bailey;Otolaryngologist;Palo Alto;4.7
1324;Richard;Gray;Pediatrician;Mountain View;2.4
1325;Jack;Fraser;Physiatrist;Mountain View;2.5
1326;Isaac;McGrath;Plastic Surgeon;Oakland;2.6
1327;Vanessa;MacLeod;Psychiatrist;Oakland;2.7
1328;Donna;Hardacre;Psychiatrist;Pacifica;2.8
1329;Keith;Wright;Pulmonologist;Palo Alto;2.9
1330;Kylie;Forsyth;Radiologist;Millbray;3
1331;Trevor;Alsop;Rheumatologist;Redwood City;3.1
1332;Peter;Young;Urologist;Richmond;3.2
1333;Karen;Blake;Orthopedic Surgeon;Richmond;3.3
1334;Virginia;Carr;Otolaryngologist;San Bruno;3.4
1335;Theresa;Turner;Pediatrician;San Bruno;3.5
1336;Julian;Terry;Physiatrist;San Bruno;3.6
1337;Maria;North;Gastroenterologist;Millbrae;3.7
1338;Jennifer;Bond;Cardiologist;San Bruno;3.8
1339;Penelope;Walker;Physiatrist;Millbrae;3.9
1340;Jennifer;Hodges;Plastic Surgeon;San Carlos;4
1341;Virginia;Ellison;Cardiologist;San Carlos;4.1
1342;Alexander;Miller;Cardiologist;San Francisco;4.2
1343;Sarah;Peters;Physiatrist;San Francisco;4.3
1344;Donna;Scott;Cardiologist;San Francisco;4.4
1345;Amy;Mathis;Cardiologist;San Francisco;4.5
1346;Chloe;Morgan;Physiatrist;San Francisco;4.6
1347;Jake;Marshall;Psychiatrist;San Francisco;4.7
1348;Edward;Thomson;Allergist;San Jose;4.8
1349;Paul;Forsyth;Anesthesiologist;San Jose;4.9
1350;Jane;Bell;Cardiologist;San Jose;5
1351;Katherine;Poole;Dermatologist;San Jose;2.8
1352;Joan;Lawrence;Endocrinologist;San Jose;2.9
1353;Kimberly;Martin;Gastroenterologist;San Jose;3
1354;John;Thomson;Hematologist;San Jose;3.1
1355;Fiona;Walsh;Nephrologist;San Mateo;3.2
1356;Neil;Fraser;Obstetrician;San Mateo;3.3
1357;Blake;Walsh;Ophthalmologist;San Mateo;3.4
1358;Faith;Robertson;Optometrist;San Mateo;3.5
1359;John;Ross;Orthopedic Surgeon;Santa Clara;3.6
1360;Sophie;Kelly;Otolaryngologist;Santa Clara;3.7
1361;Abigail;Peters;Pediatrician;Santa Clara;3.8
1362;Trevor;Campbell;Physiatrist;Palo Alto;3.9
1363;Paul;Davies;Plastic Surgeon;Santa Rosa;4
1364;Brandon;Quinn;Psychiatrist;Saratoga;4.1
1365;Emma;Coleman;Psychiatrist;South San Francisco;1.5
1366;Sally;Cameron;Pediatrician;Sunnyvale;1.6
1367;Megan;Thomson;Physiatrist;Sunnyvale;1.7
1368;Blake;Campbell;Plastic Surgeon;San Francisco;1.8
1369;Alan;Jones;Psychiatrist;San Francisco;1.9
1370;Adrian;Anderson;Psychiatrist;San Francisco;2
1371;Harry;Ball;Pulmonologist;San Francisco;2.1
1372;Christian;Nolan;Radiologist;San Jose;2.2
1373;Maria;Alsop;Rheumatologist;San Jose;2.3
1374;Zoe;Oliver;Urologist;San Jose;2.4
1375;William;Duncan;Orthopedic Surgeon;San Jose;2.5
1376;Emily;Johnston;Otolaryngologist;San Jose;2.6
1377;Adam;Ball;Pediatrician;San Jose;2.7
1378;Ann;Dickens;Physiatrist;San Jose;2.8
1379;Alex;Kerr;Gastroenterologist;San Mateo;2.9
1380;Phil;Clark;Cardiologist;San Mateo;3
1381;Joe;Willian;Physiatrist;San Mateo;3.1
1382;Colin;Bower;Plastic Surgeon;San Mateo;3.2
1383;Alan;Randall;Cardiologist;Santa Clara;3.3
1384;Julian;Poole;Cardiologist;Santa Clara;3.4
1385;Dan;Parr;Physiatrist;Santa Clara;3.5
1386;Samantha;Duncan;Cardiologist;Palo Alto;3.6
1387;Una;Coleman;Cardiologist;Santa Rosa;3.7
1388;Anne;Clark;Physiatrist;Saratoga;3.8
1389;Victoria;Lyman;Psychiatrist;South San Francisco;3.9
1390;Sonia;McLean;Allergist;Sunnyvale;4
1391;Max;Reid;Anesthesiologist;Sunnyvale;4.1
1392;Kimberly;Knox;Cardiologist;Menlo Park;4.2
1393;Lucas;Ellison;Dermatologist;Berkeley;4.3
1394;Paul;Paterson;Endocrinologist;Burlingame;1.8
1395;Gordon;Howard;Gastroenterologist;Colma;1.9
1396;Dorothy;Blake;Hematologist;Colma;2
1397;Steven;Fraser;Nephrologist;Colma;2.1
1398;Lucas;Hudson;Obstetrician;Concord;2.2
1399;Jessica;McDonald;Ophthalmologist;Concord;2.3
1400;Luke;Miller;Optometrist;Cupertino;2.4
1401;Dan;Oliver;Orthopedic Surgeon;Daly City;2.5
1402;Gordon;Chapman;Otolaryngologist;Daly City;2.6
1403;Ian;Gibson;Pediatrician;San Jose;2.7
1404;Sue;Springer;Physiatrist;San Mateo;2.8
1405;Kylie;Hemmings;Plastic Surgeon;San Mateo;2.9
1406;Liam;Mitchell;Pediatrician;Foster City;3
1407;Julian;Blake;Physiatrist;Fremont;3.1
1408;Brian;Coleman;Plastic Surgeon;Fremont;3.2
1409;Thomas;Malkin;Psychiatrist;Gilroy;2.5
1410;Piers;Nolan;Psychiatrist;Half Moon Bay;2.6
1411;Hannah;Manning;Pulmonologist;Hayward;2.7
1412;Emily;Kelin;Radiologist;Hayward;2.8
1413;Dorothy;Kerr;Rheumatologist;Hillsborough;2.9
1414;Carl;Tucker;Urologist;Los Altos;3
1415;Sophie;Vaughan;Allergist;Los Altos;3.1
1416;Abigail;Ince;Anesthesiologist;Los Gatos;3.2
1417;Chloe;Blake;Cardiologist;Los Gatos;3.3
1418;Joshua;Nash;Dermatologist;Palo Alto;3.4
1419;Victor;Fraser;Endocrinologist;Los Gatos;3.5
1420;Alison;Rampling;Gastroenterologist;Menlo Park;3.6
1421;Robert;Peters;Hematologist;Millbrae;3.7
1422;Angela;Sanderson;Nephrologist;Milpitas;3.8
1423;Tracey;Allan;Obstetrician;Palo Alto;3.9
1424;Sophie;Parsons;Ophthalmologist;Milpitas;4
1425;Dominic;Glover;Optometrist;Milpitas;4.1
1426;Alex;Martin;Orthopedic Surgeon;San Francisco;4.2
1427;Chloe;Wallace;Otolaryngologist;Palo Alto;4.3
1428;Kimberly;Peters;Pediatrician;Mountain View;4.4
1429;Lean;Hunter;Physiatrist;Mountain View;4.5
1430;Lucas;Manning;Plastic Surgeon;Oakland;4.6
1431;Jake;Edmunds;Psychiatrist;Oakland;4.7
1432;Jan;Abraham;Psychiatrist;Pacifica;4.8
1433;Victor;Hamilton;Pulmonologist;Palo Alto;1.8
1434;Lily;Berry;Radiologist;Millbray;1.9
1435;Thomas;Hamilton;Rheumatologist;Redwood City;2
1436;Sean;Cornish;Urologist;Richmond;2.1
1437;Julian;Baker;Orthopedic Surgeon;Richmond;2.2
1438;Una;Ogden;Otolaryngologist;San Bruno;2.3
1439;Bella;Turner;Pediatrician;San Bruno;2.4
1440;Jake;Clark;Physiatrist;San Bruno;2.5
